gene_id,MEF,Naive_CD4T,Naive_CD8T,mESCJ1,DP,Th2,Th2a,RAVCrep1,RAVCrep2
1700027A15Rik,0,0,0,0,0,0,0,0,0
Pinc,0,0,0,0,0,0,0,0,0
D530049I02Rik,0,0,0,0,0,0,0,0,0
6030407O03Rik,0.082,0,0,0.044,0,0,0,0,0
Mir6351,4.483,0,0,0,0,0,0,0,0
Tns1,219.449,1.008,0.468,5.873,34.942,5.351,1.568,29.151,29.151
Rufy4,0.127,0.198,0.385,0.169,1.775,3.483,0.758,0.064,0.064
Cxcr2,0.049,0,0,0,0,1.782,0.582,0,0
Cxcr1,0,2.106,0.109,0,0,2.011,2.886,0,0
Mir1928,0,0,0,0,0,0,0,0,0
Arpc2,858.876,137.782,70.318,348.891,525.512,961.999,1282.982,708.767,708.767
Gpbar1,3.138,0.7,0.454,0.4,0.838,0,0.596,0,0
Aamp,170.528,80.357,48.894,323.312,209.373,165.398,232.222,129.55,129.55
Pnkd,3.17,1.303,1.168,32.684,14.098,5.811,7.921,9.346,9.346
Tmbim1,228.721,2.476,0.567,17.576,5.028,17.813,11.368,12.74,12.74
Catip,1.127,0.027,0,0.791,0.395,0,0,0,0
Slc11a1,1.348,0,0.018,1.648,0.18,0.196,0.768,0.065,0.065
Ctdsp1,53.556,25.957,11.653,41.493,88.725,47.544,30.492,104.943,104.943
Mir26b,0,7.472,0.481,0.931,0,5.318,0,0.881,0.881
Vil1,0,0.093,0.144,0.964,0.532,0.29,6.907,0,0
Usp37,15.85,8.433,3.927,38.247,35.553,15.954,6.722,12.076,12.076
Rqcd1,74.962,15.433,9.141,195.525,100.805,75.977,47.771,63.003,63.003
Plcd4,0.237,0.074,0.026,0.76,1.063,2.896,0.095,0.192,0.192
Zfp142,15.581,3.725,1.724,19.831,26.304,7.682,6.789,8.295,8.295
Bcs1l,15.486,8.595,4.647,38.286,20.939,9.273,26.065,13.151,13.151
Rnf25,36.908,21.744,9.788,49.05,72.892,35.756,12.164,29.404,29.404
Stk36,2.939,0,0,3.658,0.158,0.086,0,0.043,0.043
Ttll4,30.018,14.73,5.394,69.606,56.547,27.525,3.883,18.268,18.268
Cyp27a1,0.391,0.061,0,0.921,0,0.957,0.156,0,0
Prkag3,0.157,0,0,0.056,0,0,0,0,0
Wnt6,0,0,0,1.224,0,0.219,0.428,0.036,0.036
Wnt10a,2.037,0.029,0.146,0.242,0,0,0,0,0
Cdk5r2,0,0,0,1.434,0,0,0,0,0
Fev,0,0,0,0,0,0,0,0,0
Cryba2,0,0,0,0,0,0,0,0,0
Mir375,0,0,0,0,0,0,0,0,0
Ccdc108,0.026,0,0,0.028,0,0,0,0,0
Ihh,0,0.024,0.1,0.194,1.697,0,0,0.031,0.031
Nhej1,7.519,6.893,3.045,30.298,23.036,6.411,20.22,4.689,4.689
Slc23a3,0.359,0.926,0.238,0,1.813,0,0.573,0.036,0.036
Cnppd1,46.195,52.74,20.463,23.115,166.131,46.222,108.366,70.04,70.04
Fam134a,32.616,34.414,14.686,27.287,113.113,52.698,129.172,70.544,70.544
Zfand2b,10.819,21.557,9.508,23.264,71.182,50.105,115.341,44.657,44.657
Abcb6,10.087,4.508,3.095,30.075,7.775,22.808,10.357,5.666,5.666
Atg9a,30.797,7.648,3.127,19.821,63.403,23.441,22.837,17.715,17.715
Ankzf1,8.051,15.712,6.436,25.134,24.743,28.305,12.764,8.295,8.295
Glb1l,5.916,1.74,0.628,0.986,12.976,4.322,4.444,1.432,1.432
Stk16,36.308,28.163,21.679,42.211,97.916,64.57,135.843,31.306,31.306
Tuba4a,37.902,112.719,49.899,424.032,77.557,275.201,199.545,123.16,123.16
A630095N17Rik,0,0.677,0.213,0.722,0,0,0.385,0,0
Dnajb2,22.538,4.795,1.29,8.867,7.897,6.915,6.814,5.094,5.094
Ptprn,112.696,0.572,0.127,19.09,3.871,0.128,0.751,0,0
Resp18,0,0,0,0.223,0,0,0,0,0
Dnpep,100.496,23.054,12.021,130.903,70.528,37.627,114.276,55.965,55.965
Des,23.119,0,0,13.035,0.135,0,0.192,0,0
Gm15179,0,0,0,0,0,0,0,0,0
Speg,18.769,0.005,0,1.659,0,0.038,0,0.013,0.013
Gmppa,54.894,26.45,11.749,65.805,42.333,54.724,124.885,32.772,32.772
Asic4,0.056,0.131,0.139,0.03,0.313,0,0,0,0
Chpf,123.97,7.353,5.36,35.288,7.434,23.054,41.3,24.202,24.202
Tmem198,2.302,0.344,0.468,0.507,0.19,1.034,0.135,0.48,0.48
Obsl1,30.048,0,0,25.077,0.216,0.313,1.687,0.013,0.013
Inha,3.236,0,0.056,0.216,0.283,1.236,3.83,0.051,0.051
Stk11ip,8.595,11.876,5.513,29.405,37.205,9.531,5.888,10.662,10.662
Slc4a3,5.929,0,0,2.993,0,0,0.133,0,0
Gm17751,0,0,0,0,0,0,0,0,0
Mir6343,0,0,0,0,0,0,0,0,0
Epha4,54.072,0,0,26.241,0,0,0,0,0
Mir6352,0,0,0,0,0,0,0,0,0
Pax3,0.115,0,0,0.061,0,0,0,0,0
Sgpp2,0.259,0.448,0.409,0.099,1.037,0.904,0.516,0.037,0.037
Farsb,105.691,21.058,13.095,250.918,74.796,93.46,132.309,62.617,62.617
Mogat1,0.491,1.245,0.61,0,1.031,0,0,0,0
Acsl3,22.321,4.371,0.735,55.898,33.592,22.199,12.917,8.508,8.508
Utp14b,5.871,2.146,1.346,10.791,16.457,3.633,1.259,2.388,2.388
Kcne4,0.961,0,0,0.064,0.168,0,0,0,0
Scg2,0.119,0,0,0,0.167,0,0,0,0
Ap1s3,0.72,1.144,0.654,16.477,5.767,12.887,1.846,14.939,14.939
Wdfy1,22.846,4.985,3.54,34.773,4.838,9.205,8.759,10.782,10.782
Mrpl44,21.296,12.448,7.467,135.5,48.336,45.072,89.475,40.685,40.685
Serpine2,201.634,0.14,0,28.834,3.632,13.417,11.051,1.421,1.421
Fam124b,0,0.02,0.414,0.055,0.29,0.158,0.412,0.915,0.915
Cul3,187.216,45.329,23.007,201.642,217.824,136.382,94.648,186.532,186.532
1700016L21Rik,0,0.879,0.104,0,4.21,0,0,16.338,16.338
Dock10,1.058,80.567,54.639,0.283,83.237,46.145,24.253,110.364,110.364
Nyap2,0,0,0,0,0,0,0,0,0
Mir6344,0,0,0,0,0,0,0,0,0
Irs1,30.109,0,0.009,0.578,0.136,0,0,0.057,0.057
Rhbdd1,40.624,6.238,3.243,11.157,15.116,6.375,10.438,17.926,17.926
Col4a4,0.152,0.067,0,0.01,0,0.116,0,0.01,0.01
Col4a3,0.172,0,0.024,0.009,0.048,0,0.034,0.026,0.026
Mff,107.399,20.618,9.582,112.113,113.166,97.911,162.571,84.203,84.203
Tm4sf20,0.098,0.077,0.245,0,0.552,0.301,0,0.1,0.1
Agfg1,93.796,52.014,30.883,127.657,72.698,82.992,89.412,97.137,97.137
Slc19a3,0.099,0,0,0.665,0,0,0,0,0
Ccl20,0.553,0,0,1.085,0,0,0,0,0
Daw1,0,0,0,0,0,0,0,0,0
Sphkap,0,0,0,0.085,0,0,0,0,0
Pid1,15.475,0.195,0.061,9.255,0,0,1.548,0,0
Mir6353,0,0,0,0,0,0,0,0,0
Dner,2.647,0,0,0.349,0,0,0,0,0
Mir5126,0,0,0,0,0,0,0,0,0
Trip12,166.116,43.01,19.7,367.876,182.57,84.373,31.263,119.753,119.753
Fbxo36,4.602,0.449,0.364,6.241,2.764,2.009,5.571,5.073,5.073
Slc16a14,0,0,0,0.674,0,0,0,0,0
A530032D15Rik,0,0,0.023,0,0,0,0,0.085,0.085
Gm7609,0,0,0,0,0,0,0,0.186,0.186
C130026I21Rik,0,0.029,0.124,0.08,0.21,0,0,0.418,0.418
Sp110,0.075,118.288,56.166,0.401,74.893,66.503,94.721,191.211,191.211
Sp140,0.061,12.164,6.5,1.604,18.021,27.127,10.376,57.657,57.657
Sp100,0.069,88.961,38.109,0,203.48,77.705,98.267,324.934,324.934
A630001G21Rik,0.306,11.989,8.83,1.389,87.598,29.417,17.672,19.022,19.022
Mir8096,0,4.092,1.61,0,3.265,0,4.645,0,0
9930111H07Rik,0,0,0,0,0,0,0,0,0
Cab39,146.608,80.635,36.58,92.081,164.985,180.32,72.803,179.958,179.958
Itm2c,206.915,67.037,20.831,62.617,102.227,95.132,113.224,249.147,249.147
4933407L21Rik,0,0.201,0.107,0,3.251,0,0,0.391,0.391
Gpr55,0.058,0.204,3.079,0,1.626,9.572,0.81,29.412,29.412
Spata3,0,0,0,0,0,0,0,0,0
2810459M11Rik,0.044,0,0,1.235,0,0.136,0,0.022,0.022
Psmd1,262.788,25.553,13.087,480.352,126.584,155.337,146.109,106.438,106.438
Htr2b,1.071,1.811,0.217,0.535,0.6,0,0,0.072,0.072
Armc9,4.278,1.274,1.323,14.901,8.993,0.86,1.515,2.549,2.549
B3gnt7,0.399,0.022,0.016,178.8,0,0,0,0.115,0.115
Ncl,443.42,34.229,30.326,1024.478,346.5,424.291,66.331,196.488,196.488
Snora75,11.477,329.005,549.265,8.184,25.022,15.586,7.628,1.291,1.291
Gm24148,10.063,1662.216,1548.454,6.458,8.462,6.15,0,0,0
Snord82,6.526,8439.038,5372.306,0,48.782,0,0,0,0
C130036L24Rik,1.753,1.505,2.132,1.312,8.843,1.785,1.631,1.715,1.715
Nmur1,0,0,0,0.13,0,0.371,0,0.061,0.061
1700019O17Rik,0,0,0,0,1.205,0,0,0,0
Ptma,120.877,198.497,65.048,4392.922,305.766,2490.871,204.624,2409.809,2409.809
Pde6d,50.53,6.133,5.318,55.204,58.855,55.878,110.196,40.305,40.305
Cops7b,31.43,12.293,3.904,73.473,39.03,31.605,31.728,16.574,16.574
Nppc,0,0.055,0.118,0.152,0.398,0,0,0,0
Dis3l2,8.77,15.204,6.281,26.345,34.39,7.982,9.859,23.959,23.959
Alppl2,0,0,0,0.187,0.196,0,0,0,0
Alpi,0,0,0,0.034,0,0,0,0,0
Akp3,0,0,0,0.047,0,0,0,0,0
Ecel1,0.297,0,0,0.424,0,0,0.296,0,0
Prss56,0.222,0,0,0.237,0,0.226,0.148,0,0
Chrnd,0,0,0,0,0,0,0,0,0
Chrng,0,0.421,0,0.124,0,0,0,0,0
Eif4e2,67.452,20.187,9.709,92.933,69.08,58.975,81.455,36.94,36.94
Efhd1,1.229,0,0,2.498,0.23,0.25,0,0.041,0.041
Gigyf2,44.82,23.606,12.098,69.4,78.482,24.713,8.782,31.997,31.997
Kcnj13,0.548,1.156,0.606,0.293,2.459,1.005,0,0.111,0.111
3110079O15Rik,0,0,0,0.342,0,0,0,0,0
Ngef,2.186,0.017,0,0.912,0,0,0.523,0,0
Neu2,0,0,0,0,0,0,0,0,0
Inpp5d,0.988,46.015,22.07,79.431,102.57,64.505,38.509,98.019,98.019
Atg16l1,33.029,38.455,17.245,47.492,70.411,46.336,50.733,16.641,16.641
Scarna6,1.193,346.659,282.474,1.276,8.36,5.468,0,0.604,0.604
Sag,0.431,3.63,1.285,0.046,12.792,2.105,5.494,1.83,1.83
Dgkd,32.138,108.266,38.41,52.171,374.448,76.046,100.28,118.994,118.994
Usp40,29.08,10.34,4.746,13.215,20.046,4.591,4.549,5.463,5.463
Ugt1a10,0,0,0,0,0,0,0,0,0
Ugt1a9,0,0,0,0,0,0,0,0,0
Ugt1a7c,3.593,0,0,0.024,0,0,0.09,0,0
Ugt1a6b,0.065,0,0,0,0,0,0,0,0
Ugt1a6a,0.314,0,0,0.048,0,0,0,0,0
Ugt1a5,0,0,0,0,0,0,0,0,0
Ugt1a2,0,0,0,0,0,0,0,0,0
Dnajb3,3.491,0.852,0,1.322,2.446,2.667,2.03,0.368,0.368
Ugt1a1,0,0.018,0,0,0,0,0,0,0
Mroh2a,0,0.269,0.164,0,0.387,0.12,0.118,0.04,0.04
Hjurp,3.208,4.194,0.863,2.887,23.339,9.641,2.656,1.969,1.969
6430706D22Rik,0,0,0,0,0,0,0,0,0
A730008H23Rik,0,0,0,0,0,0,0,0.034,0.034
Trpm8,0.038,0,0,0,0,0,0,0,0
Spp2,0,0,0,0,0,0,0,0,0
Glrp1,0.454,0.03,0.167,0.04,0,0.924,0,0,0
Gm19589,0.282,0.132,0.218,0,0,0,0,0,0
Arl4c,77.136,199.228,142.071,10.552,197.39,104.393,76.523,83.08,83.08
Platr5,0,0,0,29.251,0,0,0,0,0
1700067G17Rik,0,0,0,0,0,0,0,0,0
Sh3bp4,79.021,0.031,0,40.492,5.08,0.615,0.562,0.469,0.469
C030007H22Rik,0,0,0,0,0,0,0,0,0
Agap1,13.618,0,0.004,11.064,0.476,0.944,0.954,0.062,0.062
4933400F21Rik,0.082,0,0,0.022,0,0,0,0,0
Gbx2,0.209,0,0,29.695,0,0,0,0,0
Asb18,0.105,0,0,0,0,0,0,0,0
Iqca,0,0,0,0.049,0.129,0,0,0,0
Ackr3,14.353,0,0,10.678,0,0,0,0,0
Cops8,129.39,24.593,10.917,193.12,105.517,60.576,154.589,74.933,74.933
Col6a3,356.928,0,0.004,0.124,0.038,0,0,0.062,0.062
Mlph,0,0,0,0.159,0,0,0,0,0
Prlh,0,0,0,0,0,0,0,0,0
Rab17,0,0,0,1.663,0,0,0.151,0.038,0.038
Lrrfip1,388.106,74.205,37.812,14.96,102.452,70.675,40.52,68.374,68.374
Rbm44,0.192,0.195,0.138,3.451,3.122,1.761,3.217,1.069,1.069
Ramp1,5.678,20.329,11.029,0.026,267.009,0.598,44.504,79.904,79.904
Ube2f,98.983,10.76,5.071,106.333,42.286,83.567,120.528,94.896,94.896
Scly,16.422,9.235,5.392,33.372,29.497,19.661,8.553,39.104,39.104
Espnl,0.082,0.053,0.03,0.102,1.143,0.083,0.271,0.028,0.028
Klhl30,4.849,0.153,0.054,0,0.412,0,0,0,0
Fam132b,14.557,2.748,1.307,2.726,4.272,0.963,2.305,0.532,0.532
Ilkap,76.237,46.933,27.592,90.099,208.535,130.509,140.138,82.676,82.676
1700020N18Rik,0,0.106,0,0,0,0,0,0.137,0.137
Hes6,18.173,22.1,17.522,30.993,212.758,81.934,100.3,57.863,57.863
Per2,5.728,0.94,0.659,0.827,1.705,4.182,1.87,1.706,1.706
Traf3ip1,12.088,3.035,1.975,16.794,15.046,7.878,2.865,4.919,4.919
Asb1,10.232,6.076,3.044,3.765,14.887,8.486,4.177,8.789,8.789
Twist2,56.264,0,0,0.904,0,0,0,0,0
Hdac4,19.424,21.412,13.238,15.441,20.916,9.853,13.457,8.709,8.709
Ndufa10,175.096,99.477,60.379,272.995,174.912,217.957,455.212,209.943,209.943
Mir6900,0,11.548,1.363,0,0,0,0,0,0
Olfr1416,0,0,0,0,0,0,0,0,0
Olfr1415,0,0,0,0,0,0,0,0,0
Olfr1414,0,0,0,0,0,0,0,0,0
Olfr1413,0,0,0,0,0,0,0,0,0
Olfr1412,0,0,0,0,0,0,0,0,0
Olfr1411,0,0,0,0,0,0,0,0,0
Olfr1410,0,0,0,0,0,0,0,0,0
Olfr12,0,0,0,0,0,0,0,0,0
Myeov2,94.252,30.452,28.299,99.028,155.711,248.562,554.613,138.859,138.859
Otos,0,0,0.639,0.449,2.356,5.136,6.703,1.276,1.276
Gpc1,167.09,1.723,2.245,29.132,14.125,4.072,2.823,4.678,4.678
Mir149,0,0,0,0,0,0,0,0,0
Ankmy1,0.182,0.427,0.151,0.073,0.511,0.139,0,0.092,0.092
Dusp28,4.465,6.273,3.73,5.518,10.012,4.85,15.034,11.647,11.647
Rnpepl1,36.8,22.343,7.092,17.78,155.134,23.797,95.692,101.28,101.28
9430060I03Rik,0.088,1.554,0.807,0,1.488,0.811,0.882,0.045,0.045
Capn10,11.312,5.439,3.539,37.809,22.483,9.74,10.149,7.649,7.649
Gpr35,0.23,0,0,0.264,0.092,0,0,0,0
Aqp12,0.136,0,0,0,0,0,0,0,0
Kif1a,38.934,0.007,0,10.582,0.05,0.054,0.319,0,0
Agxt,0,0,0,0.051,0,0,0,0,0
2310007B03Rik,0.125,0,0,0.402,0,0,0,0,0
Sned1,6.58,0.181,0.11,2.104,0.185,0,0,0,0
Mir6901,0,0,0,0,0,0,0,0,0
Mterf4,10.576,3.692,2.418,26.609,15.635,5.181,4.537,8.896,8.896
Pask,9.883,0.327,0.288,33.722,16.2,9.977,6.856,6.083,6.083
Ppp1r7,41.427,10.084,4.579,88.207,54.824,44.048,57.647,42.292,42.292
Mir6902,0,0.902,0,0,0,0,4.608,0,0
Mir6345,0,4.511,0,0.618,0,0,0,0,0
Ano7,0.147,0.158,0.031,0.354,0.619,0,0.073,0.13,0.13
Hdlbp,638.218,32.051,20.052,277.604,155.244,149.662,99.345,79.642,79.642
Sept2,440.779,27.847,14.646,287.187,90.043,65.616,29.193,59.517,59.517
Farp2,28.588,0.59,0.073,0.95,1.484,1.04,0.302,0.402,0.402
Stk25,78.876,36.108,15.911,43.98,120.928,47.088,53.839,38.691,38.691
Bok,101.548,0,0.057,47.179,0.29,0.947,0.618,0.052,0.052
Thap4,48.352,5.159,3.54,62.556,30.714,26.366,35.638,24.153,24.153
Atg4b,47.015,25.947,11.038,34.831,57.496,37.208,69.057,42.603,42.603
Dtymk,69.562,23.712,11.02,285.343,211.438,157.679,280.077,56.224,56.224
Ing5,19.592,22.316,11.048,64.398,24.762,11.056,10.009,17.665,17.665
D2hgdh,5.999,7.477,3.143,5.64,19.797,11.824,4.533,13.928,13.928
Gal3st2,0.312,0,0,0.028,0,0,0,0,0
Gm9994,0,0,0,0.267,0,0,0,0,0
Gm6086,0,0,0,0.078,0,0,0,0.037,0.037
Neu4,0,0,0,0,0,0,0,0.017,0.017
Pdcd1,0,6.911,2.055,0,6.445,7.494,75.797,15.125,15.125
4930440C22Rik,0,0,0,0,0,0,0,0,0
Fam174a,21.554,2.932,1.941,6.871,11.611,8.581,19.597,25.4,25.4
St8sia4,0.104,20.951,6.138,0.098,21.839,56.449,8.884,56.959,56.959
4930598F16Rik,0,0,0,0,0,0,0,0,0
1700063A18Rik,0,0,0,0,0,0,0,0,0
4930533P14Rik,0,0,0,0,0,0,0,0,0
Slco4c1,0,0,0,6.444,0,0,0,0,0
Panct2,0,0,0,2.848,0,0,0.075,0,0
Slco6b1,0,0,0,0,0,0,0,0,0
Slco6c1,0,0.024,0,0,0,0,0,0,0
D1Ertd622e,24.313,9.742,5.735,9.102,66.331,25.422,9.695,5.058,5.058
Ppip5k2,27.472,15.565,7.301,79.424,36.713,18.102,5.456,20.313,20.313
Gin1,6.668,4.102,2.204,17.365,25.395,11.516,13.873,7.408,7.408
Pam,72.722,2.294,1.296,6.131,3.032,0.771,0.144,4.47,4.47
B230216N24Rik,0.753,0.392,0.139,0.067,0.352,0.384,0.25,0.254,0.254
1810006J02Rik,0,1.643,1.818,0,0,0,0.35,4.259,4.259
Slco6d1,0,0,0,0,0,0,0,0,0
Cntnap5b,0,0,0,0,0,0,0,0,0
Gm20268,0,0,0,0,0,0,0,0,0
Cdh20,0,0,0,0,0.111,0,0,0,0
Rnf152,0,0,0,0.093,0,8.585,9.302,0,0
Pign,34.511,5.87,2.921,11.218,18.784,13.672,9.444,8.107,8.107
2310035C23Rik,40.664,15.219,7.262,22.361,47.401,18.31,6.22,14.815,14.815
Tnfrsf11a,20.443,0,0,0.095,0,0.27,0.059,0.045,0.045
Zcchc2,37.499,10.173,5.861,12.087,36.903,8.005,5.489,18.143,18.143
Gm20753,0,0.212,0.075,0,0,0,0,0,0
Phlpp1,53.681,2.686,1.045,4.821,6.521,2.221,4.204,6.058,6.058
Bcl2,10.496,17.236,9.222,0.133,6.537,168.751,75.926,110.11,110.11
Mir3473f,0,0,0,0,0,0,0,0,0
Kdsr,21.466,5.13,2.601,11.834,18.868,10.364,3.065,18.532,18.532
Vps4b,71.886,35.327,20.81,127.637,98.846,54.427,44.439,88.783,88.783
Serpinb5,0,0,0.239,0.154,0.162,0,3.795,0,0
Serpinb12,0,0,0,0,0,0,0,0,0
Serpinb13,0,0,0,0,0.258,0,0,0,0
Serpinb3a,0,0,0,0,0,0,0,0,0
Serpinb3d,0,0,0,0,0,0,0,0,0
Serpinb3b,0,0,0,0,0,0,0,0,0
Serpinb3c,0,0,0,0,0,0,0,0,0
Serpinb11,0,0,0,0,0,0,0,0,0
Serpinb7,0,0,0,0,0,0,0,0,0
Serpinb2,27.028,0,0,1.198,0,0,0,0,0
Serpinb10,0.678,0,0,0.023,0,0,0,0,0
Serpinb8,4.903,0.018,0,0.361,0,0,0,0,0
D830032E09Rik,0,0,0,0,0,0,0,0,0
Cdh7,0,0,0,0,0,0,0,0,0
Cdh19,0,0,0,0.026,0,0,0,0,0
Dsel,25.31,0.922,0.277,3.885,2.015,1.333,1.791,1.455,1.455
Cntnap5a,0.038,0,0,0,0,0,0,0,0
Tsn,112.592,32.412,17.763,237.698,118.431,115.712,89.966,106.92,106.92
Nifk,111.691,20.729,11.984,370.034,77.062,97.605,109.316,80.187,80.187
Clasp1,81.039,10.03,4.238,37.823,69.081,17.62,8.09,19.4,19.4
2900060B14Rik,0.743,36.944,156.594,1.325,25.698,17.413,9.387,0,0
Tfcp2l1,0.303,0.006,0,53.935,0.045,0.146,0.064,0.024,0.024
Gli2,7.719,0,0,25.568,0,0,0,0,0
Mir6346,0,0,0,0,0,0,0,0,0
Inhbb,35.775,0,0,14.205,0.097,0,0,0,0
Ralb,118.891,2.51,1.778,50.343,41.883,20.247,8.031,10.717,10.717
Tmem185b,21.17,11.242,5.694,16.94,33.26,17.568,10.422,17.827,17.827
3830432H09Rik,0,0.191,0.068,0.098,0.172,0,0,0.031,0.031
Epb4.1l5,2.043,0.261,0.069,17.383,1.017,0.467,0.152,0.889,0.889
Ptpn4,7.104,5.104,3.771,13.751,15.067,7.299,3.259,9.623,9.623
Tmem177,4.718,3.403,2.609,11.631,8.565,3.844,8.153,5.23,5.23
Cfap221,0,0,0,0,0,0,0,0,0
Sctr,0.077,0.24,0.064,0.123,0,0,0,0.039,0.039
Tmem37,55.856,0,0,9.957,0,8,0.29,1.914,1.914
Dbi,178.114,20.615,16.687,267.597,187.008,327.616,775.94,197.627,197.627
3110009E18Rik,3.804,3.87,1.99,8.717,24.749,1.245,8.667,4.88,4.88
Steap3,4.424,0.145,0.129,42.232,1.566,0.569,0.186,0.872,0.872
C1ql2,0,0,0.061,0,0,0,0,0,0
Marco,1.714,0.029,0,0,0,0,0,0,0
En1,14.249,0,0,1.239,0.162,0,0,0,0
Celrr,0,0,0,0.15,0,0,0,0,0
Insig2,30.057,6.491,4.556,22.691,36.087,25.561,23.97,15.918,15.918
Ccdc93,15.984,15.779,6.921,10.707,92.232,9.219,7.926,13.318,13.318
Htr5b,0.221,0.029,0.061,1.066,0.207,0,0,0,0
Ddx18,38.94,9.935,6.91,399.671,33.002,67.728,24.917,84.27,84.27
Dpp10,0.032,0,0,0.017,0,0,0,0,0
Actr3,345.803,127.944,54.15,354.185,237.976,499.723,273.562,887.639,887.639
Slc35f5,38.45,0.022,0,22.146,0.319,6.962,3.521,0.634,0.634
Gpr39,8.417,0,0,0.235,0,0,0,0,0
Lypd1,0.145,0,0,0.116,0,0,0,0,0
Nckap5,0.409,0,0,0.313,0.055,0.655,0,0.03,0.03
Mgat5,13.106,14.732,7.641,5.76,73.071,0.437,0,13.938,13.938
Tmem163,0,0.321,0.13,0.189,1.812,1.975,6.913,0.773,0.773
Acmsd,0.064,0.276,0.071,0.069,0.18,0,0,0.033,0.033
2900009J06Rik,0,0,0,0.341,0.894,0,0.636,0,0
Ccnt2,30.984,25.123,12.802,74.451,122.364,36.53,11.247,19.618,19.618
Map3k19,0.038,0.308,0.01,0.02,1.896,0,0,0.019,0.019
Rab3gap1,37.514,37.799,17.345,35.824,82.227,39.234,15.611,43.492,43.492
Zranb3,3.987,1.409,0.665,23.086,17.341,7.666,4.523,6.035,6.035
R3hdm1,66.465,5.855,3.11,37.731,106.074,56.17,25.62,34.035,34.035
Mir128-1,0,0.825,0,0,0,0,0,0,0
Ubxn4,104.235,28.664,12.14,45.808,115.084,67.473,68.96,51.809,51.809
Lct,0.096,0.309,0.046,0.167,0.605,0,0.143,0.073,0.073
Mcm6,181.486,33.994,27.997,470.276,398.208,320.49,340.381,248.472,248.472
Dars,152.059,43.125,24.091,330.444,161.297,192.577,124.604,111.278,111.278
Cxcr4,1.549,22.28,36.747,2.05,416.474,120.099,1.301,7.757,7.757
Thsd7b,0.024,0,0.007,0.025,0,0,0.189,0,0
Cd55b,0,0,0,0.06,0,0,0,0,0
Cd55,7.789,18.56,8.208,2.756,0,4.294,8.874,33.514,33.514
Zp3r,0,0,0.101,0,0,0,0,0.037,0.037
C4bp,0.079,0,0,0,0,0,0,0,0
C4bp-ps1,0,0,0,0,0,0,0,0,0
Pfkfb2,6.719,5.347,2.495,2.08,15.946,3.57,2.207,2.528,2.528
Yod1,7.499,6.638,2.661,3.432,16.144,5.669,0.385,4.01,4.01
AA986860,1.78,0.556,0.127,0.68,1.996,0,0.507,0.129,0.129
Fcamr,0,0,0,0.083,0,0,0,0,0
Pigr,0,0,0,0,0,0,0,0,0
Fcmr,0,0.271,0.247,0.106,0,17.582,66.267,2.159,2.159
Il24,0,0.052,0,0.142,0,1046.947,633.743,0,0
Il20,0,0,0,0,0,0.549,0,0,0
Il19,0,0.113,0,0,0,4.86,11.244,0,0
Il10,0.227,0,0,0.182,0,1121.667,1478.068,0,0
Mapkapk2,233.971,32.861,17.126,49.895,57.181,251.79,318.72,197.932,197.932
Dyrk3,8.782,0,0.099,97.438,3.402,20.069,16.797,1.842,1.842
Eif2d,53.746,22.515,9.84,206.069,51.966,60.002,108.701,54.292,54.292
Rassf5,14.598,103.114,40.03,3.671,195.084,119.734,120.227,210.947,210.947
Ikbke,6.697,160.595,74.909,0.642,83.628,42.475,112.892,51.459,51.459
Srgap2,30.654,5.127,2.467,27.01,44.971,17.484,17.168,19.122,19.122
Fam72a,5.763,0.411,0.369,13.379,19.107,9.018,19.476,4.765,4.765
Avpr1b,0,0,0,0.019,0.1,0,0,0,0
Ctse,0,23.803,8.854,0,77.257,11.726,24.903,9.886,9.886
Rab7b,3.87,0,0.016,0.408,0.164,0,0,0,0
Slc26a9,0,0.016,0,0.717,0,0,0,0,0
Pm20d1,0.418,0,0,4.559,0,0,0,0,0
Slc41a1,29.453,7.47,4.027,24.322,44.124,10.376,15.756,11.964,11.964
Rab29,13.539,15.562,11.297,8.237,39.689,22.77,94.35,34.817,34.817
Nucks1,133.784,19.341,9.982,245.457,141.412,79.854,41.85,83.778,83.778
Slc45a3,1.697,0.083,0.141,1.589,0.476,0.389,0,0,0
Elk4,38.806,42.749,18.682,3.987,185.241,16.745,0.562,28.158,28.158
Mfsd4,7.133,5.77,3.885,0.734,33.066,4.098,0,6.709,6.709
Cdk18,52.791,0,0,15.817,0,0.742,0.29,0,0
Lemd1,0.15,0,0,0.322,0,0,0,0,0
Mir135b,0,0,0,0,0,0,0,0,0
Klhdc8a,44.944,0,0,0.5,0,0,0.069,0,0
Nuak2,14.737,0.406,0.144,8.31,0,1.732,0.471,0.311,0.311
Tmcc2,32.493,0.119,0.084,3.619,0.486,0.53,0,0.11,0.11
Dstyk,19.508,6.447,2.107,3.804,11.754,2.194,0.693,5.58,5.58
Rbbp5,27.534,22.176,9.728,67.523,70.439,33.601,22.494,36.643,36.643
Tmem81,3.482,9.115,7.043,7.448,24.755,10.638,6.264,9.496,9.496
Cntn2,0.264,0.218,0.056,1.651,0.261,0,0,0,0
Nfasc,0.043,0,0,1.563,0,0,0,0,0
Gm10538,0,0,0,0,0,0,0,0,0
Lrrn2,2.564,0,0,2.766,0,0,0,0,0
Mdm4,27.76,48.976,21.56,44.332,221.249,96.188,31.242,29.069,29.069
Pik3c2b,2.519,0.823,0.134,2.065,11.819,5.358,0.632,3.03,3.03
